id,Transport_service,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,trip_duration,pickup_neighborhood,dropoff_neighborhood
205,4,01-01-2019 00:35,01-01-2019 00:56,3,2.5,-74.00556946,40.73888779,-73.97849274,40.76214218,2,1310,Q,A
206,1,01-01-2019 00:35,01-01-2019 01:02,2,6.09,-73.99149323,40.7600441,-74.00915527,40.70662689,1,1652,P,AU
207,4,01-01-2019 00:35,01-01-2019 01:06,1,9.01,-73.97203827,40.78213882,-73.96455383,40.71839142,1,1833,I,Z
208,2,01-01-2019 00:35,01-01-2019 00:37,3,0.58,-73.98176575,40.7784462,-73.97657776,40.78503037,2,134,AV,I
209,4,01-01-2019 00:36,01-01-2019 00:52,2,2.4,-73.98311615,40.75619888,-73.95455933,40.7696228,2,999,AA,K
210,4,01-01-2019 00:36,01-01-2019 01:05,1,3.98,-73.94844055,40.77806854,-73.99635315,40.76094818,3,1779,AM,P
211,4,01-01-2019 00:36,01-01-2019 00:50,1,2.1,-74.00259399,40.76072311,-73.97755432,40.75209808,3,873,P,AD
212,4,01-01-2019 00:36,01-01-2019 00:52,4,1.45,-73.97097015,40.75170898,-73.99186707,40.75444031,2,971,AD,D
213,2,01-01-2019 00:36,01-01-2019 00:57,3,2.9,-73.98739624,40.77521133,-73.98272705,40.74707031,3,1274,AV,AO
214,3,01-01-2019 00:37,01-01-2019 00:42,1,0.74,-73.98984528,40.7386322,-73.98165131,40.73908997,1,340,R,Y
215,3,01-01-2019 00:37,01-01-2019 00:46,3,1.33,-73.94210815,40.81731033,-73.95922852,40.8202095,1,586,AL,AL
216,4,01-01-2019 00:37,01-01-2019 01:05,4,10.1,-74.0008316,40.72585297,-73.93934631,40.84833908,3,1715,X,S
217,4,01-01-2019 00:37,01-01-2019 00:44,1,1.2,-73.98445892,40.73693085,-73.97753906,40.74705124,3,450,R,Y
218,1,01-01-2019 00:37,01-01-2019 00:56,2,4.41,-74.00643158,40.70959091,-73.9955368,40.67789078,1,1138,AU,AS
219,3,01-01-2019 00:37,01-01-2019 01:04,3,4.69,-73.99581146,40.74382019,-73.97490692,40.79283905,2,1610,AP,U
220,2,01-01-2019 00:38,01-01-2019 01:03,2,5.2,-73.97769165,40.66751099,-73.95639038,40.71424866,3,1513,V,Z
221,3,01-01-2019 00:38,01-01-2019 00:48,2,1.75,-73.99728394,40.72251129,-74.01590729,40.71142578,3,624,X,AU
222,1,01-01-2019 00:38,01-01-2019 00:58,3,4.5,-73.95878601,40.78066635,-73.91975403,40.83452988,3,1262,O,S
223,3,01-01-2019 00:38,01-01-2019 00:45,4,1.26,-73.94645691,40.78087616,-73.93623352,40.79492569,2,458,AM,J
224,3,01-01-2019 00:38,01-01-2019 00:50,4,2.7,-74.00530243,40.715065,-73.99136353,40.74916077,2,706,,D
225,4,01-01-2019 00:38,01-01-2019 00:52,2,3.35,-73.93743134,40.70566559,-73.95017242,40.67159653,3,864,E,AW
226,4,01-01-2019 00:38,01-01-2019 00:52,4,2.3,-73.97567749,40.7817688,-73.94896698,40.77330017,1,835,I,AM
227,2,01-01-2019 00:38,01-01-2019 00:50,2,1.8,-74.00263214,40.73956299,-73.9942627,40.75857544,1,740,Q,P
228,1,01-01-2019 00:39,01-01-2019 01:08,4,12.45,-73.98388672,40.7439003,-73.8187027,40.82539368,3,1796,AO,AI
229,1,01-01-2019 00:39,01-01-2019 00:46,4,1.46,-73.91374207,40.75656128,-73.89366913,40.75080872,3,477,W,AJ
230,2,01-01-2019 00:39,01-01-2019 00:58,4,5.12,-73.99136353,40.75017929,-74.00653839,40.70663452,2,1192,D,AU
231,2,01-01-2019 00:39,01-01-2019 00:53,4,3.38,-73.94220734,40.78646851,-73.9553299,40.82033157,2,868,C,AL
232,2,01-01-2019 00:39,01-01-2019 00:50,1,3.24,-73.97845459,40.72881317,-73.95555878,40.76679993,2,684,AT,K
233,1,01-01-2019 00:39,01-01-2019 00:48,4,1.1,-74.00169373,40.73569489,-73.9888916,40.73659897,2,522,AB,R
234,2,01-01-2019 00:39,01-01-2019 00:56,4,9.58,-73.98323822,40.69620895,-73.91190338,40.77693939,1,1030,AS,W
235,1,01-01-2019 00:39,01-01-2019 00:50,4,2.26,-73.94638824,40.78087997,-73.97950745,40.78947067,3,672,AM,I
236,2,01-01-2019 00:39,01-01-2019 00:48,1,1.6,-73.95188141,40.82472229,-73.95279694,40.80468369,1,523,AL,AH
237,2,01-01-2019 00:39,01-01-2019 00:55,3,1.5,-73.98884583,40.74242401,-73.98085785,40.75963211,2,937,R,A
238,2,01-01-2019 00:40,01-01-2019 00:50,2,2.1,-73.97975159,40.78367996,-73.94866943,40.77387619,2,654,I,AM
239,4,01-01-2019 00:40,01-01-2019 00:46,2,1.3,-74.00634003,40.73371887,-74.010849,40.72012711,2,393,AB,
240,3,01-01-2019 00:40,01-01-2019 00:54,4,3.17,-74.00579071,40.74205017,-74.01370239,40.70227814,3,863,Q,AU
241,1,01-01-2019 00:40,01-01-2019 00:49,1,1.3,-74.002388,40.73963165,-73.98711395,40.72927475,3,546,Q,H
242,2,01-01-2019 00:40,01-01-2019 01:02,4,5.6,-73.97050476,40.79899597,-73.99006653,40.74175644,2,1360,U,R
243,3,01-01-2019 00:40,01-01-2019 00:43,3,0.39,-73.99123383,40.74509048,-73.99229431,40.74923325,2,184,D,D
244,2,01-01-2019 00:40,01-01-2019 00:51,2,2,-73.95115662,40.78098297,-73.96291351,40.76325226,1,701,C,AK
245,3,01-01-2019 00:40,01-01-2019 01:13,1,6.86,-73.97257233,40.78594208,-73.97668457,40.74356461,3,2010,I,Y
246,1,01-01-2019 00:40,01-01-2019 00:50,3,2.1,-73.98887634,40.71931839,-73.98017883,40.74295044,1,582,AC,Y
247,4,01-01-2019 00:41,01-01-2019 00:54,3,2.47,-73.98486328,40.73247147,-74.00675201,40.70793915,3,798,AT,AU
248,3,01-01-2019 00:41,01-01-2019 01:05,4,7.92,-73.98904419,40.74403381,-73.9338913,40.70487213,1,1444,AO,E
249,4,01-01-2019 00:41,01-01-2019 00:47,1,0.8,-73.9829483,40.73516083,-73.98343658,40.72623825,1,365,R,AT
250,4,01-01-2019 00:41,01-01-2019 01:00,1,2.1,-73.98000336,40.74304199,-73.98860168,40.72130966,3,1171,Y,AC
251,4,01-01-2019 00:41,01-01-2019 01:10,1,10.9,-73.98659515,40.75153351,-73.97447968,40.64994431,3,1750,AO,AF
252,4,01-01-2019 00:41,01-01-2019 00:52,4,2.78,-73.99120331,40.76541138,-73.96770477,40.80045319,3,662,P,AH
253,2,01-01-2019 00:42,01-01-2019 00:46,2,0.57,-73.98387909,40.74320221,-73.98744202,40.74726105,1,260,AO,AO
254,1,01-01-2019 00:42,01-01-2019 00:54,1,1.7,-73.98799896,40.71889496,-73.98680878,40.72914124,3,740,AC,H
255,2,01-01-2019 00:42,01-01-2019 01:04,3,3.92,-74.00275421,40.68487549,-73.94818878,40.67603683,3,1351,AS,AW
256,3,01-01-2019 00:42,01-01-2019 00:56,4,1.12,-73.99008942,40.76208878,-73.99459839,40.75048065,1,815,AA,D
257,4,01-01-2019 00:42,01-01-2019 00:43,2,0.01,-74.0094986,40.70627594,-74.0094986,40.70627594,3,50,AU,AU
258,4,01-01-2019 00:43,01-01-2019 00:50,4,2.14,-73.96977997,40.75727081,-73.9484024,40.77973938,2,425,N,AM
259,3,01-01-2019 00:43,01-01-2019 01:03,3,3.4,-73.95232391,40.77558899,-73.98469543,40.73476028,3,1191,AM,R
260,4,01-01-2019 00:43,01-01-2019 01:01,4,2.19,-73.99038696,40.7408905,-73.99362946,40.76205063,2,1065,R,P
261,3,01-01-2019 00:43,01-01-2019 00:58,4,3.7,-73.96450806,40.75645065,-73.94326019,40.76887894,3,877,N,AM
262,1,01-01-2019 00:44,01-01-2019 00:47,2,1.1,-73.96996307,40.78955078,-73.98088837,40.77743149,2,181,U,AV
263,3,01-01-2019 00:44,01-01-2019 00:53,2,1,-73.97920227,40.74431229,-73.97136688,40.75697327,3,551,Y,N
264,4,01-01-2019 00:44,01-01-2019 00:52,1,1.32,-73.92549896,40.69813156,-73.94127655,40.70825958,2,507,E,Z
265,1,01-01-2019 00:44,01-01-2019 01:03,1,3.2,-73.99643707,40.69075775,-73.98812866,40.65962982,3,1157,AS,M
266,2,01-01-2019 00:44,01-01-2019 01:10,2,5.26,-73.99639893,40.74440384,-73.96970367,40.80002213,2,1565,AP,U
267,2,01-01-2019 00:44,01-01-2019 01:03,4,3.2,-73.98136902,40.78041458,-73.98147583,40.74215317,2,1153,AV,Y
268,1,01-01-2019 00:44,01-01-2019 00:50,4,0.8,-73.95279694,40.77228165,-73.94326019,40.77729416,3,330,AM,AM
269,1,01-01-2019 00:44,01-01-2019 00:48,3,0.83,-73.97795868,40.78630829,-73.9750824,40.79428101,2,257,I,U
270,3,01-01-2019 00:45,01-01-2019 00:55,2,1.6,-73.89172363,40.76878738,-73.91390228,40.76535034,1,620,AJ,W
271,3,01-01-2019 00:45,01-01-2019 00:57,1,2.23,-73.98973846,40.72623825,-73.98697662,40.74959183,2,703,H,AO
272,2,01-01-2019 00:45,01-01-2019 00:48,1,0.7,-73.96504974,40.79170227,-73.95305634,40.78663254,1,195,U,C
273,1,01-01-2019 00:45,01-01-2019 00:48,2,0.5,-73.95402527,40.77540207,-73.94790649,40.77879715,3,199,AM,AM
274,4,01-01-2019 00:45,01-01-2019 00:54,2,1.5,-73.98885345,40.71884155,-74.01025391,40.71952438,2,546,AC,
275,2,01-01-2019 00:45,01-01-2019 00:56,2,1.76,-73.9958725,40.74394989,-73.97304535,40.74433517,3,670,AP,Y
276,4,01-01-2019 00:46,01-01-2019 01:04,2,9.5,-73.97224426,40.79392242,-73.86831665,40.83124161,2,1124,U,AI
277,4,01-01-2019 00:46,01-01-2019 01:16,2,4.86,-73.99410248,40.76152039,-73.99034882,40.71398926,1,1776,P,AC
278,1,01-01-2019 00:46,01-01-2019 00:50,2,0.8,-73.94926453,40.78123093,-73.95655823,40.77127075,2,248,C,K
279,2,01-01-2019 00:46,01-01-2019 00:58,4,1.64,-74.00418854,40.74034882,-74.00331116,40.72291946,3,703,Q,X
280,1,01-01-2019 00:47,01-01-2019 00:54,4,1.2,-73.98982239,40.73342896,-73.98005676,40.74879074,3,430,H,AD
281,4,01-01-2019 00:47,01-01-2019 01:13,4,2.6,-73.96094513,40.76157761,-73.99253082,40.76662827,2,1563,AK,P
282,2,01-01-2019 00:47,01-01-2019 00:52,3,0.7,-73.98800659,40.73804474,-73.98935699,40.73178864,1,307,R,H
283,1,01-01-2019 00:47,01-01-2019 00:58,4,1.8,-74.00505829,40.72851181,-73.98042297,40.72865677,3,681,AB,AT
284,4,01-01-2019 00:47,01-01-2019 00:59,1,2.1,-73.98834991,40.73152161,-73.97223663,40.75077057,2,712,H,AD
285,2,01-01-2019 00:47,01-01-2019 01:02,2,4.1,-73.95264435,40.77659225,-73.92657471,40.76184082,1,873,AM,W
286,1,01-01-2019 00:47,01-01-2019 00:54,2,1.13,-73.98025513,40.7416153,-73.9914856,40.7383728,1,403,Y,R
287,2,01-01-2019 00:48,01-01-2019 01:03,3,2.8,-73.96492767,40.76004028,-73.99568176,40.7359581,2,949,N,AP
288,1,01-01-2019 00:48,01-01-2019 00:57,4,2.08,-74.00912476,40.73065948,-74.01244354,40.70679474,2,573,AB,AU
289,1,01-01-2019 00:48,01-01-2019 00:58,1,0.94,-73.98222351,40.74635315,-73.98471832,40.75318146,2,640,AO,AA
290,1,01-01-2019 00:48,01-01-2019 00:55,3,1.07,-73.97575378,40.74914169,-73.97132111,40.76086807,3,463,AD,A
291,3,01-01-2019 00:48,01-01-2019 01:17,3,3.34,-73.98697662,40.76609421,-73.9886322,40.73695374,3,1754,AR,R
292,4,01-01-2019 00:48,01-01-2019 01:28,1,9.2,-73.97291565,40.7931633,-73.97344208,40.69325638,1,2395,U,V
293,2,01-01-2019 00:49,01-01-2019 00:50,4,0.1,-73.9362793,40.80596542,-73.93854523,40.80584717,3,106,J,J
294,2,01-01-2019 00:49,01-01-2019 01:05,1,1.87,-73.9923172,40.74095154,-73.99491882,40.7603302,3,968,AP,P
295,3,01-01-2019 00:49,01-01-2019 01:00,1,2,-73.97074127,40.75183868,-73.98896027,40.72674942,2,648,N,H
296,1,01-01-2019 00:49,01-01-2019 01:01,2,2.58,-73.98657227,40.74562836,-74.00531769,40.72090149,3,734,AO,
297,3,01-01-2019 00:49,01-01-2019 00:57,3,0.3,-73.99415588,40.75119019,-73.99600983,40.75417709,2,484,D,D
298,3,01-01-2019 00:49,01-01-2019 01:01,2,3,-73.95603943,40.76611328,-73.94972992,40.7440834,1,721,K,AN
299,2,01-01-2019 00:49,01-01-2019 01:15,4,3.63,-73.99291992,40.75858307,-73.99118805,40.72446442,1,1550,P,H
300,1,01-01-2019 00:50,01-01-2019 01:09,4,2.39,-73.9989624,40.74457169,-73.98712158,40.7208519,1,1156,AP,AC
301,3,01-01-2019 00:50,01-01-2019 01:15,4,6.5,-73.98123169,40.72917938,-73.9148407,40.76805878,1,1529,AT,W
302,1,01-01-2019 00:50,01-01-2019 01:02,3,2,-73.94808197,40.83002472,-73.95748138,40.80355072,2,731,AL,AH
303,4,01-01-2019 00:50,01-01-2019 01:13,3,5.64,-73.92642212,40.76589966,-73.96705627,40.79278183,1,1376,W,U
304,3,01-01-2019 00:50,01-01-2019 01:06,1,6.54,-73.98111725,40.74445343,-73.87795258,40.73934937,1,954,Y,AJ
305,1,01-01-2019 00:50,01-01-2019 01:05,4,1.43,-74.00286102,40.76038361,-73.98561859,40.76889801,1,868,P,AR
306,4,01-01-2019 00:50,01-01-2019 00:54,2,0.9,-73.95029449,40.77145004,-73.95311737,40.78002167,2,251,AM,C
307,2,01-01-2019 00:50,01-01-2019 01:00,1,1.6,-73.98352051,40.74225235,-73.96842957,40.75979996,3,614,AO,N
308,4,01-01-2019 00:50,01-01-2019 00:54,1,0.62,-73.97016144,40.79405594,-73.96596527,40.80151367,3,226,U,AH
309,3,01-01-2019 00:51,01-01-2019 00:53,3,0.6,-73.97704315,40.7827034,-73.97854614,40.78814697,1,187,I,I
310,2,01-01-2019 00:51,01-01-2019 01:01,2,1.42,-73.9977417,40.7466507,-73.99308777,40.76205063,1,659,AP,P
311,1,01-01-2019 00:51,01-01-2019 00:54,3,0.28,-73.98880768,40.74415207,-73.98796082,40.74082184,3,218,AO,R
312,2,01-01-2019 00:51,01-01-2019 01:00,3,1.2,-73.99125671,40.75031281,-74.00089264,40.73458099,1,589,D,AB
313,3,01-01-2019 00:51,01-01-2019 01:17,4,4.59,-73.95078278,40.70580292,-74.00502777,40.73997116,1,1575,Z,Q
314,1,01-01-2019 00:51,01-01-2019 01:20,2,3.8,-73.94708252,40.78176117,-73.99054718,40.76119614,2,1758,C,P
315,2,01-01-2019 00:52,01-01-2019 01:09,4,2.7,-73.9704361,40.79666901,-73.99118805,40.7604599,2,1070,U,P
316,1,01-01-2019 00:52,01-01-2019 00:55,2,0.5,-73.98600006,40.76769638,-73.99314117,40.76621246,3,214,AR,P
317,1,01-01-2019 00:52,01-01-2019 01:17,4,4.4,-73.98225403,40.77651978,-73.97935486,40.72751617,2,1557,AV,AT
318,1,01-01-2019 00:52,01-01-2019 00:58,2,0.9,-73.98019409,40.73450851,-73.98862457,40.72733688,1,383,AT,H
319,2,01-01-2019 00:52,01-01-2019 01:14,3,9.69,-73.95688629,40.67342377,-73.90632629,40.77261353,3,1359,AW,W
320,2,01-01-2019 00:52,01-01-2019 01:05,1,2.2,-74.00361633,40.74834061,-73.98268127,40.77316666,2,795,AG,AV
321,2,01-01-2019 00:52,01-01-2019 01:04,2,1.9,-73.98245239,40.73854446,-74.00006866,40.7215004,2,714,R,X
322,1,01-01-2019 00:52,01-01-2019 01:03,3,1.6,-74.00144959,40.7392807,-73.99015045,40.72483826,1,702,Q,H
323,1,01-01-2019 00:52,01-01-2019 00:59,1,1.31,-73.96589661,40.79024506,-73.97875214,40.77651215,1,405,U,AV
324,4,01-01-2019 00:52,01-01-2019 01:12,2,5.32,-73.9184494,40.74293137,-73.97518158,40.73579407,1,1189,L,Y
325,1,01-01-2019 00:52,01-01-2019 00:56,1,0.49,-73.96188354,40.75975418,-73.96826935,40.76226044,2,253,AK,AK
326,3,01-01-2019 00:52,01-01-2019 01:08,2,2.3,-73.96147919,40.75644302,-73.99262238,40.75201416,3,944,N,D
327,4,01-01-2019 00:53,01-01-2019 01:04,2,1.7,-73.95534515,40.77353668,-73.98125458,40.78433228,2,719,O,I
328,1,01-01-2019 00:53,01-01-2019 01:04,2,1.9,-73.98159027,40.76774597,-73.95429993,40.77011871,3,695,AR,K
329,3,01-01-2019 00:53,01-01-2019 00:58,4,0.84,-73.99221039,40.73068237,-73.98371124,40.72381592,2,335,H,AC
330,3,01-01-2019 00:53,01-01-2019 01:09,1,3.2,-73.98638916,40.73791122,-73.96006775,40.77635574,1,989,R,O
331,2,01-01-2019 00:53,01-01-2019 01:07,4,4.05,-73.95014954,40.77998352,-73.93050385,40.75705338,2,814,AM,W
332,4,01-01-2019 00:53,01-01-2019 01:09,1,7.65,-73.9595871,40.76285172,-73.94013977,40.84371185,2,966,K,S
333,3,01-01-2019 00:53,01-01-2019 01:05,4,1.97,-73.94165039,40.71403885,-73.93253326,40.69427872,1,699,Z,E
334,4,01-01-2019 00:54,01-01-2019 01:14,3,4.5,-73.92576599,40.75881958,-73.98712921,40.7472229,3,1204,W,AO
335,1,01-01-2019 00:54,01-01-2019 01:07,3,3.23,-73.98534393,40.74459839,-73.95187378,40.77354431,3,805,AO,AM
336,4,01-01-2019 00:54,01-01-2019 00:58,1,0.83,-73.95898438,40.76803207,-73.96634674,40.75796127,2,243,K,N
337,4,01-01-2019 00:54,01-01-2019 00:58,2,0.8,-73.98564911,40.73833084,-73.98619843,40.73058701,2,281,R,AT
338,3,01-01-2019 00:54,01-01-2019 01:03,4,4,-73.96079254,40.76126099,-73.98174286,40.72137833,2,559,K,AC
339,4,01-01-2019 00:54,01-01-2019 01:16,1,2.3,-73.97961426,40.71379471,-74.00273895,40.73330688,3,1329,AC,AB
340,2,01-01-2019 00:55,01-01-2019 01:05,2,2.03,-73.97373962,40.79434204,-73.98910522,40.7771225,2,661,U,AV
341,3,01-01-2019 00:55,01-01-2019 01:13,4,3.6,-73.9872818,40.73252869,-73.95782471,40.7176857,3,1132,H,Z
342,3,01-01-2019 00:55,01-01-2019 00:57,3,0.09,-73.97689819,40.7643013,-73.97431183,40.76290894,1,124,A,A
343,3,01-01-2019 00:55,01-01-2019 01:31,4,8.78,-74.01573181,40.71145248,-73.95636749,40.8133812,2,2184,AU,AL
344,3,01-01-2019 00:55,01-01-2019 01:04,4,1.08,-73.97169495,40.76379013,-73.95623016,40.76325607,2,524,A,K
345,2,01-01-2019 00:55,01-01-2019 01:08,3,3,-73.96421051,40.80260086,-73.93649292,40.8403511,2,772,AH,S
346,1,01-01-2019 00:56,01-01-2019 01:02,1,1.24,-73.9646225,40.79185867,-73.95230865,40.78153992,3,404,U,C
347,1,01-01-2019 00:56,01-01-2019 01:07,1,1.8,-73.99146271,40.75017166,-73.98890686,40.73147583,3,682,D,H
348,4,01-01-2019 00:56,01-01-2019 01:15,2,9,-74.0173111,40.70475769,-73.94126129,40.79430389,1,1164,AU,J
349,2,01-01-2019 00:56,01-01-2019 01:03,4,0.95,-73.99652863,40.73228073,-73.98301697,40.72507095,2,453,H,AT
350,1,01-01-2019 00:56,01-01-2019 01:12,2,8.07,-73.94847107,40.77421951,-73.99349976,40.69644928,2,947,AM,AS
351,4,01-01-2019 00:56,01-01-2019 00:59,3,0.37,-73.9794693,40.77664948,-73.97847748,40.77287674,2,186,AV,AV
352,2,01-01-2019 00:56,01-01-2019 01:01,2,0.85,-73.98251343,40.75139236,-73.9927597,40.74777603,3,320,AO,D
353,1,01-01-2019 00:56,01-01-2019 01:18,4,6.2,-73.95554352,40.74446869,-73.97532654,40.79537964,2,1338,AN,U
354,1,01-01-2019 00:56,01-01-2019 01:11,3,2.05,-74.00159454,40.74110413,-73.992836,40.73650742,2,873,Q,AP
355,1,01-01-2019 00:57,01-01-2019 01:12,1,1.56,-73.99404144,40.75656891,-73.99958801,40.73865128,2,939,P,AP
356,3,01-01-2019 00:57,01-01-2019 01:10,2,2.54,-73.97403717,40.75639343,-73.97968292,40.78210449,2,794,AD,I
357,3,01-01-2019 00:57,01-01-2019 01:00,3,0.62,-73.94712067,40.77991104,-73.95330811,40.77590561,1,203,AM,AM
358,1,01-01-2019 00:57,01-01-2019 01:35,3,8.01,-73.99299622,40.76811981,-74.00331116,40.68360901,1,2288,P,AS
359,4,01-01-2019 00:57,01-01-2019 01:28,2,6.61,-73.94980621,40.7846489,-74.0064621,40.7405014,2,1832,C,Q
360,2,01-01-2019 00:58,01-01-2019 01:00,2,0.5,-73.98368835,40.74092102,-73.98895264,40.73659515,3,173,R,R
361,4,01-01-2019 00:58,01-01-2019 01:32,4,2.9,-73.97653961,40.75191879,-74.00468445,40.74183273,1,2076,AD,Q
362,3,01-01-2019 00:58,01-01-2019 01:06,2,1.59,-73.96237946,40.75914001,-73.9759903,40.75130463,2,481,N,AD
363,1,01-01-2019 00:58,01-01-2019 01:08,3,1.8,-73.99187469,40.73129272,-74.00563812,40.74843597,3,617,H,AG
364,1,01-01-2019 00:58,01-01-2019 01:10,3,2.1,-74.00509644,40.70609665,-74.00127411,40.73138046,1,716,AU,AB
365,4,01-01-2019 00:58,01-01-2019 01:12,3,0.6,-73.98834991,40.76432037,-73.99452972,40.7558403,1,842,AR,P
366,3,01-01-2019 00:58,01-01-2019 01:46,4,12.08,-73.99476624,40.75545502,-73.84181213,40.68547058,3,2863,P,T
367,1,01-01-2019 00:58,01-01-2019 01:05,4,1.02,-73.97512817,40.75213623,-73.97946167,40.74404526,1,421,AD,Y
368,3,01-01-2019 00:58,01-01-2019 01:31,2,5.8,-73.9863739,40.76440811,-73.96291351,40.71722794,2,1971,AR,Z
369,2,01-01-2019 00:58,01-01-2019 01:12,1,2.27,-73.9588623,40.7089386,-73.92395782,40.69841003,2,800,Z,E
370,3,01-01-2019 00:59,01-01-2019 01:08,4,2.14,-73.94821167,40.7764473,-73.96781921,40.79246521,2,614,AM,U
371,3,01-01-2019 00:59,01-01-2019 01:06,1,1.4,-73.94967651,40.82243347,-73.95615387,40.8046875,2,430,AL,AH
372,4,01-01-2019 00:59,01-01-2019 01:13,2,4.83,-73.94042969,40.75085831,-73.93675995,40.8022995,1,885,AN,J
373,3,01-01-2019 00:59,01-01-2019 01:29,4,8.15,-73.9684906,40.79898071,-73.98449707,40.71070862,3,1798,U,AC
374,3,01-01-2019 00:59,01-01-2019 01:18,4,3.22,-73.99995422,40.75882339,-74.01356506,40.71466827,3,1138,P,
375,3,01-01-2019 01:00,01-01-2019 01:16,2,3.3,-73.95896149,40.768013,-73.989151,40.72636795,1,1026,K,H
376,1,01-01-2019 01:00,01-01-2019 01:28,1,4.39,-73.99599457,40.76729965,-73.99445343,40.72039795,1,1680,P,X
377,1,01-01-2019 01:00,01-01-2019 01:29,2,4.66,-73.99488831,40.75944138,-74.0144577,40.70473862,3,1772,P,AU
378,1,01-01-2019 01:00,01-01-2019 01:12,2,1.4,-74.00341034,40.74980927,-73.98072815,40.74288177,1,704,AG,Y
379,2,01-01-2019 01:01,01-01-2019 01:22,3,3.3,-73.9912796,40.7651825,-73.99578094,40.7388916,1,1302,P,AP
380,1,01-01-2019 01:01,01-01-2019 01:14,2,1.74,-73.96846008,40.80185318,-73.95388794,40.78705215,1,789,AH,C
381,1,01-01-2019 01:01,01-01-2019 01:11,1,2.7,-73.96622467,40.75378418,-73.95677185,40.78423309,3,564,N,C
382,3,01-01-2019 01:02,01-01-2019 01:08,1,0.34,-73.91915894,40.76690674,-73.91661835,40.76975632,1,403,W,W
383,3,01-01-2019 01:02,01-01-2019 01:22,4,2.3,-74.00286102,40.76044464,-73.97216797,40.74988556,1,1225,P,AD
384,3,01-01-2019 01:02,01-01-2019 01:21,4,3.2,-73.95440674,40.77560425,-73.97898102,40.76559448,3,1133,AM,AR
385,4,01-01-2019 01:02,01-01-2019 01:15,1,0.83,-73.9911499,40.75792313,-73.99104309,40.7658577,1,768,AA,P
386,1,01-01-2019 01:02,01-01-2019 01:22,2,4.1,-74.0065155,40.73862076,-73.97577667,40.78668976,2,1188,Q,I
387,1,01-01-2019 01:02,01-01-2019 01:05,3,0.5,-73.92705536,40.70372009,-73.9331665,40.7093277,3,143,E,E
388,3,01-01-2019 01:02,01-01-2019 01:23,1,4.1,-74.00021362,40.73463058,-73.96446991,40.77405548,3,1269,AB,O
389,4,01-01-2019 01:03,01-01-2019 01:35,3,4.92,-73.99373627,40.76203918,-74.01624298,40.70471954,2,1936,P,AU
390,2,01-01-2019 01:03,01-01-2019 01:24,4,6.7,-73.93395233,40.71141052,-73.98007965,40.66276169,1,1298,E,M
391,4,01-01-2019 01:03,01-01-2019 01:29,2,5.37,-73.99445343,40.71829224,-73.97509003,40.75114822,3,1603,X,AD
392,2,01-01-2019 01:03,01-01-2019 01:19,1,2.43,-73.96296692,40.76330185,-73.96317291,40.76327133,1,968,AK,AK
393,4,01-01-2019 01:04,01-01-2019 01:11,2,0.98,-73.99107361,40.72362137,-73.98529816,40.71781921,2,446,AC,AC
394,2,01-01-2019 01:04,01-01-2019 01:29,3,4.6,-73.98188019,40.74634171,-73.95339966,40.71593475,2,1551,AO,Z
395,2,01-01-2019 01:04,01-01-2019 01:08,4,0.68,-73.97911835,40.74034882,-73.98532104,40.73178864,2,271,Y,AT
396,3,01-01-2019 01:04,01-01-2019 01:22,4,2.76,-73.99460602,40.76913071,-73.97274017,40.7492218,1,1087,P,AD
397,1,01-01-2019 01:04,01-01-2019 01:37,2,14.61,-73.92616272,40.77210617,-73.92770386,40.67592621,1,2002,W,E
398,2,01-01-2019 01:04,01-01-2019 01:13,2,2.16,-73.99532318,40.72855377,-74.01382446,40.7023201,2,572,H,AU
399,1,01-01-2019 01:04,01-01-2019 01:21,4,2.5,-73.9885788,40.7468605,-73.97438049,40.7228241,1,1048,AO,AT
400,1,01-01-2019 01:04,01-01-2019 01:15,3,4.09,-73.9899292,40.72317886,-73.99214935,40.69939041,2,665,AC,AS
401,2,01-01-2019 01:05,01-01-2019 01:18,2,3.19,-73.97969055,40.78408051,-73.94400024,40.80963898,2,842,I,AL
402,1,01-01-2019 01:05,01-01-2019 01:13,1,1.01,-73.9888382,40.72708893,-73.99298096,40.71446991,3,506,H,AC
403,3,01-01-2019 01:05,01-01-2019 01:20,2,3.24,-73.98564148,40.74425888,-73.98874664,40.77769089,2,916,AO,AV
404,4,01-01-2019 01:05,01-01-2019 01:21,2,5.3,-74.00624847,40.71205521,-73.99040985,40.74869156,2,996,,D
405,1,01-01-2019 01:05,01-01-2019 01:11,3,1.05,-73.98875427,40.73740768,-73.98976898,40.72569275,3,391,R,H
406,1,01-01-2019 01:05,01-01-2019 01:12,1,1,-74.0038681,40.71318054,-73.99481964,40.71857834,1,410,,X
407,4,01-01-2019 01:05,01-01-2019 01:12,4,1.4,-73.98361206,40.74980545,-74.00271606,40.74868393,3,414,AO,AG
408,2,01-01-2019 01:05,01-01-2019 01:18,3,3.54,-73.97299957,40.75267029,-73.94004822,40.79776001,3,785,AD,J
409,2,01-01-2019 01:06,01-01-2019 01:16,4,2.2,-74.00232697,40.73880386,-74.00948334,40.71050262,3,611,Q,AU
410,1,01-01-2019 01:06,01-01-2019 01:39,1,10.9,-73.94243622,40.79076767,-73.94181824,40.81305313,3,2006,J,AL
